MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,RoomsPerBedroom,PopPerHousehold,Prix_Reel,Prix_Predit,Residu,Erreur_Pct
1.7675,26.0,3.8470926058865755,1.0825556353194543,1829.0,1.3129935391241925,33.77,-118.09,3.553713527851459,1393.0,0.613,2.2481985529003055,-1.6351985529003055,266.75343440461756
5.5208,33.0,6.833723653395785,1.0281030444964872,1085.0,2.540983606557377,38.51,-121.51,6.646924829157175,427.0,1.713,2.294401706997199,-0.5814017069971991,33.94055499107992
4.6172,24.0,5.46095717884131,1.0604534005037782,1050.0,2.6448362720403025,33.89,-117.82,5.149643705463184,396.99999999999994,2.383,2.3726018800266786,0.010398119973321407,0.4363457815074028
2.0139,17.0,3.642523364485981,1.0794392523364487,821.0,1.9182242990654206,32.76,-117.12,3.374458874458874,428.0,1.5,1.757548355437038,-0.2575483554370379,17.169890362469197
1.4375,52.0,4.0,1.296,456.0,1.824,38.58,-121.49,3.0864197530864197,250.0,1.688,1.2934115656916987,0.39458843430830126,23.37609207987567
2.9437,27.0,4.920471281296024,1.0721649484536082,1762.0,2.5949926362297497,34.1,-117.89,4.589285714285714,679.0,1.804,1.7466507804489808,0.05734921955101924,3.1790033010542813
1.2679,30.0,4.607843137254902,1.0343137254901962,1071.0,5.25,33.94,-118.24,4.454976303317535,204.0,0.92,0.6205428120745182,0.2994571879254818,32.54969433972628
3.7212,26.0,5.07088122605364,1.0268199233716475,1422.0,2.7241379310344827,37.69,-121.75,4.938432835820896,522.0,1.838,2.067203249127246,-0.229203249127246,12.470252944899128
4.6786,52.0,4.642228739002933,1.0175953079178885,935.0,2.7419354838709675,37.73,-122.43,4.561959654178675,341.0,2.632,3.0578089695758095,-0.4258089695758094,16.178152339506436
5.196,4.0,6.281354515050167,1.0936454849498327,7560.0,3.160535117056856,32.92,-117.18,5.743501529051988,2392.0,2.107,2.480779907851513,-0.37377990785151294,17.73991019703431
1.8993,17.0,4.699367088607595,1.0917721518987342,823.0,2.6044303797468356,40.95,-124.1,4.304347826086956,316.0,0.784,0.8783102766281701,-0.09431027662817004,12.02937201889924
5.7268,23.0,6.009009009009009,1.027027027027027,1560.0,2.810810810810811,33.99,-117.97,5.850877192982457,555.0,3.003,2.746542046967228,0.25645795303277197,8.540058376049682
3.089,18.0,3.9971264367816093,1.0816091954022988,2803.0,1.610919540229885,38.58,-121.41,3.695536663124336,1740.0,1.414,2.088294247114078,-0.674294247114078,47.68700474639873
3.3348,52.0,4.929133858267717,1.031496062992126,722.0,1.89501312335958,38.56,-121.46,4.778625954198474,381.0,1.228,1.9019401665035005,-0.6739401665035005,54.881121050773665
2.3971,35.0,3.7774294670846396,1.0344827586206897,583.0,1.8275862068965518,34.09,-117.89,3.6515151515151514,319.0,1.889,1.8353949043019213,0.0536050956980787,2.8377499046097774
3.1736,26.0,5.392361111111111,1.046875,1396.0,2.423611111111111,34.17,-117.28,5.150912106135986,576.0,1.222,1.504165839382999,-0.2821658393829991,23.09049422119469
3.934,18.0,5.268156424581005,1.1899441340782122,544.0,3.0391061452513966,37.03,-121.79,4.427230046948357,179.0,2.286,2.3501793390125627,-0.06417933901256268,2.8074951449065035
1.625,34.0,4.473684210526316,1.0833333333333333,795.0,3.486842105263158,35.38,-118.98,4.129554655870446,228.0,0.508,0.954308784331829,-0.44630878433182897,87.85605990784035
2.8942,39.0,4.333333333333333,1.0909090909090908,113.0,3.4242424242424243,34.19,-119.05,3.9722222222222223,33.0,2.75,2.126149702814935,0.623850297185065,22.685465352184185
2.125,17.0,6.876785714285714,1.4607142857142856,1352.0,2.414285714285714,40.75,-122.79,4.707823960880195,560.0,0.717,0.6337001081587559,0.08329989184124409,11.617837076882022
1.2091,39.0,4.282913165266106,1.0028011204481793,1154.0,3.2324929971988796,33.95,-118.27,4.270949720670391,357.0,0.979,1.1578499847450416,-0.17884998474504166,18.26863991267024
4.1098,21.0,4.89532293986637,1.0289532293986636,1100.0,2.4498886414253898,38.0,-122.6,4.757575757575758,449.0,2.466,2.4931434374300423,-0.027143437430042106,1.1007071139514235
3.3785,44.0,4.395833333333333,1.109375,1605.0,4.1796875,34.09,-118.18,3.9624413145539905,384.0,1.849,1.897376862680133,-0.04837686268013308,2.616379809634023
1.8973,20.0,4.078544061302682,1.0076628352490422,1845.0,3.5344827586206895,36.97,-120.04,4.0475285171102655,522.0,0.516,0.6860021001713861,-0.17000210017138606,32.94614344406707
3.5,49.0,4.780793319415449,1.0062630480167014,1201.0,2.5073068893528183,39.44,-123.79,4.75103734439834,479.0,1.133,2.4110194462347323,-1.2780194462347323,112.79959807897019
4.2011,9.0,6.04516129032258,1.038709677419355,1955.0,3.153225806451613,36.22,-119.33,5.819875776397515,620.0,1.081,1.473681760359895,-0.3926817603598951,36.32578726733534
1.6196,38.0,3.83011583011583,1.0772200772200773,732.0,2.8262548262548264,37.75,-122.17,3.5555555555555554,259.0,0.851,1.5551989470373258,-0.7041989470373258,82.74958249557295
5.5843,31.0,5.203240058910162,1.0736377025036818,1647.0,2.425625920471281,33.85,-118.38,4.846364883401921,679.0,3.846,3.2783130729949193,0.5676869270050808,14.760450520152906
8.1132,45.0,6.87905604719764,1.0117994100294985,943.0,2.781710914454277,34.18,-118.23,6.798833819241983,339.0,4.466,3.910452801843526,0.5555471981564741,12.439480478201391
2.9107,43.0,5.600456621004566,1.1187214611872147,1093.0,2.4954337899543377,37.97,-121.32,5.006122448979592,438.00000000000006,0.888,1.6587211743349854,-0.7707211743349854,86.79292503772359
2.0786,33.0,4.562589928057554,1.1971223021582733,1591.0,2.289208633093525,38.62,-121.42,3.8112980769230775,695.0,0.886,1.2256093213344883,-0.3396093213344883,38.33062317545014
4.9489,45.0,6.102739726027397,1.0616438356164384,384.0,2.6301369863013697,37.75,-122.24,5.748387096774193,146.0,2.471,2.8594168052768723,-0.38841680527687217,15.719012759080217
0.8952,9.0,4.0,1.1403508771929824,438.0,3.8421052631578947,33.94,-118.28,3.5076923076923077,114.0,0.813,0.6871977624672567,0.12580223753274322,15.473829954826964
2.9097,16.0,4.203463203463204,1.0432900432900434,1705.0,2.4603174603174605,37.96,-122.04,4.029045643153527,693.0,1.063,1.8388987644303256,-0.7758987644303257,72.99141716183685
3.4896,28.0,5.213414634146342,1.0533536585365855,1502.0,2.2896341463414633,33.97,-117.31,4.949348769898697,656.0,1.403,1.8451754607532465,-0.44217546075324643,31.516426283196463
3.0,31.0,4.584033613445378,1.0756302521008403,892.0,3.7478991596638656,34.31,-118.48,4.26171875,238.0,1.724,1.690090948827347,0.03390905117265297,1.9668823185993605
1.8438,17.0,5.322784810126582,1.0506329113924051,887.0,2.8069620253164556,40.39,-122.29,5.066265060240964,316.0,0.764,0.17800194536162905,0.585998054638371,76.7013160521428
5.7817,26.0,7.1002178649237475,0.9934640522875817,1354.0,2.9498910675381262,33.82,-117.83,7.146929824561403,459.0,2.676,2.5778839748779774,0.09811602512202278,3.6665181286256643
3.5192,9.0,4.863716814159292,0.9221238938053097,1663.0,2.943362831858407,38.57,-121.31,5.274472168905951,565.0,1.133,1.1137482783618253,0.01925172163817468,1.6991810801566354
4.4531,25.0,4.5064935064935066,1.0649350649350648,148.0,1.922077922077922,37.39,-122.05,4.231707317073171,77.0,3.5,2.8185037713386265,0.6814962286613735,19.471320818896384
9.8937,29.0,7.966029723991507,0.9936305732484076,1320.0,2.8025477707006368,37.28,-122.03,8.017094017094017,471.00000000000006,5.00001,4.6425643471745985,0.3574456528254011,7.148898758710505
3.8929,35.0,6.362745098039215,1.1568627450980393,632.0,3.0980392156862746,37.62,-122.03,5.499999999999999,204.0,2.095,2.221759488762963,-0.12675948876296284,6.050572255988679
3.2857,37.0,5.12,1.1511111111111112,981.0,4.36,33.89,-118.08,4.447876447876448,224.99999999999997,1.536,1.7479005106655876,-0.21190051066558757,13.79560616312419
5.6305,26.0,6.980676328502415,1.178743961352657,510.0,2.463768115942029,38.07,-122.68,5.922131147540984,207.0,4.3,3.0609523603097273,1.2390476396902725,28.815061388145875
4.4375,52.0,4.57286432160804,1.0552763819095476,1525.0,1.9158291457286432,37.79,-122.44,4.333333333333333,796.0,5.00001,3.2980588795700214,1.7019511204299782,34.038954330690906
2.5762,29.0,4.048703849175177,1.0950510604870385,3741.0,2.93872741555381,37.78,-122.28,3.6972740315638455,1273.0,1.734,1.976566406671033,-0.2425664066710329,13.988835448156452
3.5393,15.0,5.460504201680672,1.030252100840336,1569.0,2.6369747899159663,37.35,-120.59,5.3001631321370315,595.0,0.88,1.5131311536738536,-0.6331311536738536,71.94672200839246
2.7216,32.0,5.366594360086768,1.0824295010845988,1224.0,2.6550976138828633,33.12,-117.07,4.957915831663326,461.0,1.463,1.6733142471548845,-0.21031424715488445,14.375546627128122
6.9014,21.0,8.379576107899807,1.0655105973025047,1680.0,3.2369942196531793,33.77,-117.79,7.864376130198915,519.0,4.39,2.8849444627946212,1.5050555372053784,34.28372522107924
3.7887,52.0,4.926724137931035,1.110632183908046,1584.0,2.2758620689655173,37.78,-122.46,4.435963777490298,696.0,5.00001,2.883422689483801,2.1165873105161985,42.331661547000884
3.2188,34.0,4.623145400593472,1.1127596439169138,1179.0,3.4985163204747773,33.93,-118.08,4.154666666666667,337.0,1.651,1.88624296117262,-0.2352429611726199,14.248513699129006
2.3187,34.0,5.184729064039409,1.0935960591133005,780.0,1.9211822660098523,32.85,-117.27,4.7409909909909915,406.0,4.889,1.9193517083952543,2.969648291604746,60.74142547769985
3.5417,18.0,3.400383141762452,1.0057471264367817,950.0,1.8199233716475096,34.16,-118.26,3.380952380952381,522.0,1.771,2.376911863020453,-0.6059118630204532,34.21297927839939
3.0481,21.0,4.214501510574018,1.0251762336354482,3122.0,3.1440080563947634,32.78,-117.18,4.111001964636542,993.0,2.1,1.8956287863830426,0.20437121361695754,9.731962553188454
2.8875,17.0,5.676537585421412,1.1252847380410023,1278.0,2.9111617312072893,32.82,-116.92,5.044534412955466,439.0,1.557,1.5754728671353888,-0.01847286713538887,1.186439764636408
5.551,17.0,6.881305637982196,1.032640949554896,1125.0,3.3382789317507418,32.67,-117.01,6.663793103448277,337.0,2.669,2.494587431998866,0.17441256800113392,6.53475339082555
1.4005,43.0,2.5077639751552794,1.139751552795031,1460.0,2.267080745341615,34.1,-118.32,2.2002724795640325,644.0,1.938,1.8245479979105852,0.11345200208941475,5.854076475202
3.116,19.0,3.4034514925373136,1.0872201492537314,3870.0,1.805037313432836,34.02,-118.4,3.13041613041613,2144.0,3.0,2.8685281479559137,0.1314718520440863,4.38239506813621
2.875,37.0,3.6601340897369776,1.036616812790098,2913.0,1.5023207839092316,34.1,-118.36,3.530845771144278,1939.0,3.0,2.9479306031118924,0.05206939688810763,1.735646562936921
3.3472,45.0,4.244725738396625,0.9704641350210971,1237.0,5.219409282700422,33.87,-117.93,4.373913043478261,237.0,1.68,1.5951832659759688,0.08481673402403112,5.0486151204780425
3.1628,35.0,3.8238532110091743,1.0073394495412844,1077.0,1.9761467889908257,37.61,-122.4,3.795992714025501,545.0,3.184,2.585409212271202,0.5985907877287984,18.799961926155724
4.0217,52.0,5.176724137931035,1.0905172413793103,878.0,1.8922413793103448,34.06,-118.37,4.74703557312253,464.0,5.00001,2.840653176053131,2.159356823946869,43.18705010483717
5.2447,10.0,6.755936675461742,1.0065963060686016,2568.0,3.387862796833773,38.39,-121.36,6.711664482306684,758.0,1.481,1.6853269106803879,-0.20432691068038777,13.796550349789854
3.3897,18.0,8.644951140065146,1.793702497285559,2009.0,2.181324647122693,33.84,-116.57,4.819612590799031,921.0,2.302,1.7140515344646374,0.5879484655353626,25.540767399451024
3.9375,17.0,5.203647416413374,0.9331306990881459,963.0,2.927051671732523,40.56,-122.45,5.576547231270358,329.0,1.487,0.9665630029332846,0.5204369970667155,34.999125559294924
2.4828,17.0,5.4466177669111655,1.0562347188264058,2677.0,2.1817440912795436,34.1,-116.43,5.156635802469136,1227.0,0.84,1.005222852361662,-0.165222852361662,19.669387185912147
4.9783,15.0,7.083601286173633,1.0032154340836013,1051.0,3.379421221864952,37.99,-121.87,7.060897435897436,311.0,1.639,1.9446280092274222,-0.30562800922742217,18.647224480013556
3.7969,14.0,5.105603448275862,1.3017241379310345,1546.0,3.331896551724138,33.91,-118.09,3.922185430463576,464.0,1.594,2.034391763696007,-0.4403917636960071,27.62809057064034
1.63,12.0,3.3986013986013988,0.9405594405594405,1134.0,3.965034965034965,35.87,-119.27,3.6133828996282533,286.0,0.495,0.5750699358895588,-0.0800699358895588,16.175744624153293
5.3238,8.0,7.831597738768224,1.211544183278786,9360.0,2.784885450758703,33.68,-117.27,6.464145383104126,3361.0,2.289,2.609885224484607,-0.320885224484607,14.018576866955307
4.712,20.0,6.265,1.015,1705.0,2.841666666666667,39.66,-121.77,6.172413793103448,600.0,1.586,1.4288070525635632,0.15719294743643686,9.911282940506737
2.5896,27.0,4.598930481283422,1.0521390374331552,2085.0,2.787433155080214,38.26,-122.02,4.371029224904701,748.0,1.047,1.5486264243021282,-0.5016264243021282,47.910833266678914
3.2891,29.0,6.062962962962963,1.1,753.0,2.7888888888888888,40.77,-122.96,5.511784511784511,270.0,0.931,1.0178769645463106,-0.08687696454631055,9.331575139238513
3.9265,18.0,4.31994459833795,1.1121883656509695,1395.0,1.9321329639889198,38.0,-122.55,3.8841843088418435,722.0,3.011,2.7006442351765614,0.31035576482343874,10.307398366769801
3.8839,35.0,6.931547619047619,1.1875,966.0,2.875,34.19,-118.58,5.837092731829574,336.0,2.249,2.245363995861247,0.0036360041387530906,0.16167203818377457
1.4464,35.0,4.231810490693739,1.101522842639594,1182.0,2.0,34.07,-117.65,3.8417818740399383,591.0,1.132,1.3436221023647903,-0.2116221023647904,18.694532011023888
3.4038,8.0,5.680952380952381,1.0666666666666667,2216.0,3.5174603174603174,34.39,-117.34,5.325892857142858,630.0,1.005,1.0166220609300467,-0.011622060930046807,1.1564239731389858
2.5809,52.0,4.700280112044818,1.0812324929971988,1220.0,3.4173669467787113,37.75,-122.41,4.347150259067358,357.0,2.553,1.9982135755236428,0.5547864244763572,21.730764766014772
8.5677,28.0,6.970731707317073,1.0195121951219512,1498.0,2.435772357723577,34.13,-118.37,6.837320574162679,615.0,5.00001,4.138477723167767,0.8615322768322322,17.230611075422495
5.0621,25.0,7.461016949152542,1.1966101694915254,622.0,2.1084745762711865,36.59,-121.93,6.235127478753541,295.0,3.865,3.1727727275413287,0.6922272724586715,17.91014935210017
3.6207,27.0,3.9307201458523244,1.1066545123062899,1634.0,1.4895168641750227,34.09,-118.39,3.5518945634266887,1097.0,3.625,2.8830156534678437,0.7419843465321563,20.468533697438794
5.3272,3.0,6.982358402971216,1.0612813370473537,2878.0,2.6722376973073354,36.91,-119.77,6.57917760279965,1077.0,1.742,1.9142971956164772,-0.17229719561647716,9.89076897913187
2.2417,30.0,3.420135527589545,1.027105517909003,2678.0,2.5924491771539206,33.85,-118.19,3.3298774740810555,1033.0,1.519,1.9221723538664293,-0.40317235386642936,26.541958779883434
1.875,15.0,4.294117647058823,1.1490196078431372,1570.0,3.0784313725490198,36.61,-121.84,3.7372013651877136,510.0,1.223,1.704476357972581,-0.4814763579725809,39.36846753659697
3.0989,21.0,4.0133414190418435,1.0751970891449363,4396.0,2.6658580958156457,33.87,-118.14,3.732656514382403,1649.0,1.714,2.1921344255503072,-0.4781344255503073,27.895824127789222
5.6383,27.0,6.45841784989858,1.054766734279919,1121.0,2.2738336713995944,36.5,-121.73,6.123076923076923,493.0,3.77,3.3753342890835185,0.3946657109164815,10.468586496458396
2.9301,33.0,5.472154963680388,1.0653753026634383,966.0,2.3389830508474576,36.79,-119.78,5.136363636363637,413.0,0.683,1.4146902780559643,-0.7316902780559642,107.12888404918948
4.2083,9.0,5.026352288488211,1.1262135922330097,1856.0,2.574202496532594,37.27,-121.84,4.463054187192119,721.0,1.984,2.4668751108638247,-0.48287511086382473,24.338463249184713
2.76,26.0,5.520871143375681,1.08529945553539,1720.0,3.1215970961887476,34.01,-117.45,5.086956521739131,551.0,0.952,1.2800220682497425,-0.32802206824974256,34.4560996060654
3.2847,35.0,6.218867924528302,1.0754716981132075,792.0,2.9886792452830186,36.09,-119.56,5.782456140350877,265.0,0.647,1.5341262308251373,-0.8871262308251373,137.11379147220052
3.5282,31.0,5.26056338028169,1.017605633802817,959.0,3.3767605633802815,32.83,-115.57,5.16955017301038,284.0,0.675,1.2778702257070407,-0.6028702257070406,89.31410751215417
2.5,32.0,4.4869281045751634,1.0196078431372548,872.0,2.849673202614379,40.8,-124.14,4.4006410256410255,306.0,0.726,1.3018613977940205,-0.5758613977940206,79.31975176226179
6.0743,3.0,6.5772357723577235,1.08130081300813,710.0,2.886178861788618,33.55,-117.69,6.082706766917293,246.0,2.743,2.678589536261029,0.06441046373897086,2.3481758563241293
1.4514,38.0,5.78,1.205,877.0,4.385,33.97,-117.37,4.796680497925311,200.0,0.799,0.5892475211530694,0.2097524788469306,26.251874699240375
4.1023,29.0,5.37414030261348,1.0632737276478679,2037.0,2.8019257221458047,34.23,-118.58,5.054333764553687,727.0,2.302,2.3924856851255996,-0.09048568512559951,3.930742186168528
10.0346,28.0,8.134038800705467,1.072310405643739,1686.0,2.9735449735449735,37.36,-122.07,7.5855263157894735,567.0,5.00001,4.738127749593787,0.26188225040621305,5.237634532855195
2.8837,38.0,4.240641711229946,1.032085561497326,601.0,3.213903743315508,33.83,-118.21,4.108808290155441,187.0,1.761,1.9309795113112642,-0.16997951131126432,9.652442436755498
2.2216,19.0,4.975186104218363,1.0049627791563276,972.0,2.411910669975186,37.93,-121.7,4.950617283950617,403.0,1.567,1.2635408153555119,0.30345918464448807,19.365614846489347
2.6226,40.0,4.071216617210682,1.0504451038575668,2747.0,4.07566765578635,34.09,-118.18,3.875706214689265,674.0,1.488,1.5201059254673623,-0.03210592546736235,2.15765628140876
2.9083,15.0,4.522388059701493,1.0963364993215738,1371.0,1.8602442333785618,33.05,-117.27,4.125000000000001,737.0,1.224,2.083246384836386,-0.8592463848363858,70.19986804218838
4.375,47.0,5.761467889908257,0.9954128440366973,570.0,2.614678899082569,37.77,-122.16,5.788018433179723,218.0,1.619,2.576503884569938,-0.957503884569938,59.1416852730042
2.2328,34.0,3.226973684210526,1.0296052631578947,508.0,1.6710526315789473,32.75,-117.28,3.1341853035143767,304.0,2.667,2.1592961314678547,0.5077038685321451,19.036515505517254
2.2442,42.0,4.795258620689655,1.0452586206896552,1544.0,3.3275862068965516,34.14,-117.91,4.587628865979381,464.0,1.667,1.3622796864545705,0.3047203135454295,18.27956290014574
4.0174,28.0,5.028056112224449,1.0681362725450902,2846.0,2.8517034068136273,37.28,-121.96,4.7073170731707314,998.0,2.739,2.541481857083795,0.19751814291620473,7.2113232170940025
2.4185,48.0,4.168571428571428,0.9257142857142857,902.0,2.577142857142857,34.36,-119.06,4.503086419753086,350.0,1.899,2.055945308946008,-0.15694530894600778,8.26462922306518
